날짜,구,건수
2021-02-10,마포구,43
2021-02-10,서대문구,26
2021-02-10,서초구,266
2021-02-10,성동구,0
2021-02-10,성북구,0
2021-02-10,송파구,0
2021-02-10,양천구,303
2021-02-10,영등포구,466
2021-02-10,용산구,78
2021-02-10,은평구,523
2021-02-10,종로구,1
2021-02-10,중구,22
2021-02-10,중랑구,0
2021-02-11,강남구,3
2021-02-11,강동구,0
2021-02-11,강북구,7
2021-02-11,강서구,70
2021-02-11,관악구,1153
2021-02-11,구로구,1319
2021-02-11,금천구,214
2021-02-11,노원구,41
2021-02-11,도봉구,237
2021-02-11,동작구,800
2021-02-11,마포구,41
2021-02-11,서대문구,21
2021-02-11,서초구,193
2021-02-11,성동구,0
2021-02-11,성북구,0
2021-02-11,송파구,0
2021-02-11,양천구,278
2021-02-11,영등포구,324
2021-02-11,용산구,79
2021-02-11,은평구,371
2021-02-11,종로구,2
2021-02-11,중구,17
2021-02-11,중랑구,0
2021-02-12,강남구,3
2021-02-12,강동구,0
2021-02-12,강북구,2
2021-02-12,강서구,32
2021-02-12,관악구,569
2021-02-12,구로구,1303
2021-02-12,금천구,72
2021-02-12,노원구,0
2021-02-12,도봉구,2
2021-02-12,동작구,721
2021-02-12,마포구,0
2021-02-12,서대문구,0
2021-02-12,서초구,199
2021-02-12,성동구,0
2021-02-12,성북구,0
2021-02-12,송파구,0
2021-02-12,양천구,258
2021-02-12,영등포구,255
2021-02-12,용산구,0
2021-02-12,은평구,425
2021-02-12,종로구,0
2021-02-12,중구,0
2021-02-12,중랑구,0
2021-02-13,강남구,2
2021-02-13,강동구,0
2021-02-13,강북구,10
2021-02-13,강서구,59
2021-02-13,관악구,1364
2021-02-13,구로구,1909
2021-02-13,금천구,363
2021-02-13,노원구,56
2021-02-13,도봉구,232
2021-02-13,동작구,1030
2021-02-13,마포구,25
2021-02-13,서대문구,18
2021-02-13,서초구,212
2021-02-13,성동구,0
2021-02-13,성북구,0
2021-02-13,송파구,0
2021-02-13,양천구,321
2021-02-13,영등포구,432
2021-02-13,용산구,33
2021-02-13,은평구,472
2021-02-13,종로구,0
2021-02-13,중구,9
2021-02-13,중랑구,0
2021-02-14,강남구,3
2021-02-14,강동구,0
2021-02-14,강북구,8
2021-02-14,강서구,80
2021-02-14,관악구,1647
2021-02-14,구로구,2023
2021-02-14,금천구,375
2021-02-14,노원구,92
2021-02-14,도봉구,403
2021-02-14,동작구,1094
2021-02-14,마포구,33
2021-02-14,서대문구,6
2021-02-14,서초구,242
2021-02-14,성동구,0
2021-02-14,성북구,0
2021-02-14,송파구,0
2021-02-14,양천구,330
2021-02-14,영등포구,485
2021-02-14,용산구,29
2021-02-14,은평구,462
2021-02-14,종로구,0
2021-02-14,중구,5
2021-02-14,중랑구,0
2021-02-15,강남구,8
2021-02-15,강동구,0
2021-02-15,강북구,3
2021-02-15,강서구,62
2021-02-15,관악구,1056
2021-02-15,구로구,371
2021-02-15,금천구,355
2021-02-15,노원구,44
2021-02-15,도봉구,255
2021-02-15,동작구,667
2021-02-15,마포구,28
2021-02-15,서대문구,11
2021-02-15,서초구,184
2021-02-15,성동구,0
2021-02-15,성북구,0
2021-02-15,송파구,0
2021-02-15,양천구,129
2021-02-15,영등포구,374
2021-02-15,용산구,31
2021-02-15,은평구,380
2021-02-15,종로구,0
2021-02-15,중구,7
2021-02-15,중랑구,0
2021-02-16,강남구,18
2021-02-16,강동구,0
2021-02-16,강북구,3
2021-02-16,강서구,49
2021-02-16,관악구,947
2021-02-16,구로구,1426
2021-02-16,금천구,332
2021-02-16,노원구,52
2021-02-16,도봉구,280
2021-02-16,동작구,775
2021-02-16,마포구,33
2021-02-16,서대문구,16
2021-02-16,서초구,190
2021-02-16,성동구,0
2021-02-16,성북구,0
2021-02-16,송파구,0
2021-02-16,양천구,204
2021-02-16,영등포구,409
2021-02-16,용산구,82
2021-02-16,은평구,372
2021-02-16,종로구,0
2021-02-16,중구,20
2021-02-16,중랑구,0
2021-02-17,강남구,8
2021-02-17,강동구,0
2021-02-17,강북구,4
2021-02-17,강서구,72
2021-02-17,관악구,1208
2021-02-17,구로구,1677
2021-02-17,금천구,363
2021-02-17,노원구,70
2021-02-17,도봉구,292
2021-02-17,동작구,929
2021-02-17,마포구,11
2021-02-17,서대문구,12
2021-02-17,서초구,237
2021-02-17,성동구,0
2021-02-17,성북구,1
2021-02-17,송파구,0
2021-02-17,양천구,249
2021-02-17,영등포구,428
2021-02-17,용산구,12
2021-02-17,은평구,460
2021-02-17,종로구,0
2021-02-17,중구,9
2021-02-17,중랑구,0
2021-02-18,강남구,6
2021-02-18,강동구,0
2021-02-18,강북구,1
2021-02-18,강서구,73
2021-02-18,관악구,1092
2021-02-18,구로구,1556
2021-02-18,금천구,344
2021-02-18,노원구,47
2021-02-18,도봉구,308
2021-02-18,동작구,775
2021-02-18,마포구,6
2021-02-18,서대문구,12
2021-02-18,서초구,197
2021-02-18,성동구,0
2021-02-18,성북구,0
2021-02-18,송파구,0
2021-02-18,양천구,292
2021-02-18,영등포구,427
2021-02-18,용산구,2
2021-02-18,은평구,485
2021-02-18,종로구,0
2021-02-18,중구,1
2021-02-18,중랑구,0
2021-02-19,강남구,11
2021-02-19,강동구,0
2021-02-19,강북구,4
2021-02-19,강서구,80
2021-02-19,관악구,1389
2021-02-19,구로구,1897
2021-02-19,금천구,417
2021-02-19,노원구,83
2021-02-19,도봉구,377
2021-02-19,동작구,1036
2021-02-19,마포구,2
2021-02-19,서대문구,5
2021-02-19,서초구,248
2021-02-19,성동구,0
2021-02-19,성북구,0
2021-02-19,송파구,0
2021-02-19,양천구,293
2021-02-19,영등포구,508
2021-02-19,용산구,0
2021-02-19,은평구,439
2021-02-19,종로구,0
2021-02-19,중구,1
2021-02-19,중랑구,0
2021-02-20,강남구,13
2021-02-20,강동구,0
2021-02-20,강북구,11
2021-02-20,강서구,101
2021-02-20,관악구,1675
2021-02-20,구로구,2030
2021-02-20,금천구,417
2021-02-20,노원구,81
2021-02-20,도봉구,430
2021-02-20,동작구,1156
2021-02-20,마포구,4
2021-02-20,서대문구,7
2021-02-20,서초구,252
2021-02-20,성동구,0
2021-02-20,성북구,0
2021-02-20,송파구,0
2021-02-20,양천구,342
2021-02-20,영등포구,530
2021-02-20,용산구,0
2021-02-20,은평구,513
2021-02-20,종로구,0
2021-02-20,중구,0
2021-02-20,중랑구,0
2021-02-21,강남구,7
2021-02-21,강동구,0
2021-02-21,강북구,9
2021-02-21,강서구,116
2021-02-21,관악구,1498
2021-02-21,구로구,1971
2021-02-21,금천구,353
2021-02-21,노원구,73
2021-02-21,도봉구,362
2021-02-21,동작구,1030
2021-02-21,마포구,1
2021-02-21,서대문구,7
2021-02-21,서초구,225
2021-02-21,성동구,0
2021-02-21,성북구,0
2021-02-21,송파구,0
2021-02-21,양천구,316
2021-02-21,영등포구,471
2021-02-21,용산구,0
2021-02-21,은평구,428
2021-02-21,종로구,0
2021-02-21,중구,0
2021-02-21,중랑구,0
2021-02-22,강남구,13
2021-02-22,강동구,0
2021-02-22,강북구,1
2021-02-22,강서구,57
2021-02-22,관악구,1032
2021-02-22,구로구,1425
2021-02-22,금천구,307
2021-02-22,노원구,52
2021-02-22,도봉구,252
2021-02-22,동작구,778
2021-02-22,마포구,2
2021-02-22,서대문구,9
2021-02-22,서초구,229
2021-02-22,성동구,0
2021-02-22,성북구,0
2021-02-22,송파구,0
2021-02-22,양천구,186
2021-02-22,영등포구,414
2021-02-22,용산구,0
2021-02-22,은평구,328
2021-02-22,종로구,0
2021-02-22,중구,0
2021-02-22,중랑구,0
2021-02-23,강남구,5
2021-02-23,강동구,0
2021-02-23,강북구,6
2021-02-23,강서구,86
2021-02-23,관악구,954
2021-02-23,구로구,1399
2021-02-23,금천구,334
2021-02-23,노원구,62
2021-02-23,도봉구,286
2021-02-23,동작구,834
2021-02-23,마포구,2
2021-02-23,서대문구,10
2021-02-23,서초구,240
2021-02-23,성동구,0
2021-02-23,성북구,0
2021-02-23,송파구,0
2021-02-23,양천구,224
2021-02-23,영등포구,421
2021-02-23,용산구,0
2021-02-23,은평구,384
2021-02-23,종로구,0
2021-02-23,중구,0
2021-02-23,중랑구,0
2021-02-24,강남구,10
2021-02-24,강동구,0
2021-02-24,강북구,3
2021-02-24,강서구,70
2021-02-24,관악구,1170
2021-02-24,구로구,1552
2021-02-24,금천구,319
2021-02-24,노원구,42
2021-02-24,도봉구,241
2021-02-24,동작구,849
2021-02-24,마포구,2
2021-02-24,서대문구,11
2021-02-24,서초구,199
2021-02-24,성동구,0
2021-02-24,성북구,0
2021-02-24,송파구,0
2021-02-24,양천구,202
2021-02-24,영등포구,436
2021-02-24,용산구,0
2021-02-24,은평구,416
2021-02-24,종로구,0
2021-02-24,중구,0
2021-02-24,중랑구,0
2021-02-25,강남구,6
2021-02-25,강동구,0
2021-02-25,강북구,2
2021-02-25,강서구,64
2021-02-25,관악구,1279
2021-02-25,구로구,1617
2021-02-25,금천구,334
2021-02-25,노원구,56
2021-02-25,도봉구,309
2021-02-25,동작구,793
2021-02-25,마포구,3
2021-02-25,서대문구,16
2021-02-25,서초구,202
2021-02-25,성동구,0
2021-02-25,성북구,0
2021-02-25,송파구,0
2021-02-25,양천구,261
2021-02-25,영등포구,377
2021-02-25,용산구,0
2021-02-25,은평구,391
2021-02-25,종로구,0
2021-02-25,중구,0
2021-02-25,중랑구,0
2021-02-26,강남구,8
2021-02-26,강동구,0
2021-02-26,강북구,11
2021-02-26,강서구,89
2021-02-26,관악구,1343
2021-02-26,구로구,1808
2021-02-26,금천구,360
2021-02-26,노원구,71
2021-02-26,도봉구,352
2021-02-26,동작구,851
2021-02-26,마포구,0
2021-02-26,서대문구,4
2021-02-26,서초구,250
2021-02-26,성동구,0
2021-02-26,성북구,0
2021-02-26,송파구,0
2021-02-26,양천구,273
2021-02-26,영등포구,496
2021-02-26,용산구,0
2021-02-26,은평구,429
2021-02-26,종로구,0
2021-02-26,중구,0
2021-02-26,중랑구,0
2021-02-27,강남구,3
2021-02-27,강동구,0
2021-02-27,강북구,4
2021-02-27,강서구,97
2021-02-27,관악구,1562
2021-02-27,구로구,1943
2021-02-27,금천구,423
2021-02-27,노원구,74
2021-02-27,도봉구,368
2021-02-27,동작구,1026
2021-02-27,마포구,1
2021-02-27,서대문구,13
2021-02-27,서초구,257
2021-02-27,성동구,0
2021-02-27,성북구,0
2021-02-27,송파구,0
2021-02-27,양천구,301
2021-02-27,영등포구,554
2021-02-27,용산구,0
2021-02-27,은평구,504
2021-02-27,종로구,0
2021-02-27,중구,0
2021-02-27,중랑구,0
2021-02-28,강남구,8
2021-02-28,강동구,0
2021-02-28,강북구,8
2021-02-28,강서구,107
2021-02-28,관악구,1642
2021-02-28,구로구,2037
2021-02-28,금천구,453
2021-02-28,노원구,109
2021-02-28,도봉구,358
2021-02-28,동작구,1169
2021-02-28,마포구,4
2021-02-28,서대문구,8
2021-02-28,서초구,236
2021-02-28,성동구,0
2021-02-28,성북구,0
2021-02-28,송파구,0
2021-02-28,양천구,319
2021-02-28,영등포구,513
2021-02-28,용산구,1
2021-02-28,은평구,454
2021-02-28,종로구,0
2021-02-28,중구,0
2021-02-28,중랑구,0
2021-03-01,강남구,16
2021-03-01,강동구,0
2021-03-01,강북구,12
2021-03-01,강서구,128
2021-03-01,관악구,1841
2021-03-01,구로구,2459
2021-03-01,금천구,472
2021-03-01,노원구,57
2021-03-01,도봉구,375
2021-03-01,동작구,1325
2021-03-01,마포구,0
2021-03-01,서대문구,15
2021-03-01,서초구,272
2021-03-01,성동구,0
2021-03-01,성북구,0
2021-03-01,송파구,0
2021-03-01,양천구,342
2021-03-01,영등포구,684
2021-03-01,용산구,0
2021-03-01,은평구,531
2021-03-01,종로구,0
2021-03-01,중구,0
2021-03-01,중랑구,0
2021-03-02,강남구,15
2021-03-02,강동구,0
2021-03-02,강북구,3
2021-03-02,강서구,61
2021-03-02,관악구,1008
2021-03-02,구로구,1318
2021-03-02,금천구,278
2021-03-02,노원구,55
2021-03-02,도봉구,289
2021-03-02,동작구,791
2021-03-02,마포구,1
2021-03-02,서대문구,3
2021-03-02,서초구,197
2021-03-02,성동구,0
2021-03-02,성북구,0
2021-03-02,송파구,0
2021-03-02,양천구,195
2021-03-02,영등포구,409
2021-03-02,용산구,0
2021-03-02,은평구,348
2021-03-02,종로구,0
2021-03-02,중구,0
2021-03-02,중랑구,1
2021-03-03,강남구,8
2021-03-03,강동구,0
2021-03-03,강북구,3
2021-03-03,강서구,81
2021-03-03,관악구,1057
2021-03-03,구로구,1299
2021-03-03,금천구,293
2021-03-03,노원구,44
2021-03-03,도봉구,318
2021-03-03,동작구,722
2021-03-03,마포구,1
2021-03-03,서대문구,4
2021-03-03,서초구,197
2021-03-03,성동구,0
2021-03-03,성북구,0
2021-03-03,송파구,0
2021-03-03,양천구,205
2021-03-03,영등포구,399
2021-03-03,용산구,0
2021-03-03,은평구,389
2021-03-03,종로구,0
2021-03-03,중구,0
2021-03-03,중랑구,0
2021-03-04,강남구,13
2021-03-04,강동구,0
2021-03-04,강북구,3
2021-03-04,강서구,66
2021-03-04,관악구,1046
2021-03-04,구로구,1393
2021-03-04,금천구,311
2021-03-04,노원구,66
2021-03-04,도봉구,318
2021-03-04,동작구,730
2021-03-04,마포구,1
2021-03-04,서대문구,4
2021-03-04,서초구,214
2021-03-04,성동구,0
2021-03-04,성북구,0
2021-03-04,송파구,0
2021-03-04,양천구,239
2021-03-04,영등포구,345
2021-03-04,용산구,0
2021-03-04,은평구,332
2021-03-04,종로구,0
2021-03-04,중구,0
2021-03-04,중랑구,0
2021-03-05,강남구,5
2021-03-05,강동구,0
2021-03-05,강북구,6
2021-03-05,강서구,72
2021-03-05,관악구,1296
2021-03-05,구로구,1788
2021-03-05,금천구,395
2021-03-05,노원구,66
2021-03-05,도봉구,365
2021-03-05,동작구,929
2021-03-05,마포구,0
2021-03-05,서대문구,0
2021-03-05,서초구,219
2021-03-05,성동구,0
2021-03-05,성북구,0
2021-03-05,송파구,0
2021-03-05,양천구,287
2021-03-05,영등포구,442
2021-03-05,용산구,0
2021-03-05,은평구,389
2021-03-05,종로구,0
2021-03-05,중구,0
2021-03-05,중랑구,0
2021-03-06,강남구,7
2021-03-06,강동구,0
2021-03-06,강북구,2
2021-03-06,강서구,103
2021-03-06,관악구,1734
2021-03-06,구로구,2134
2021-03-06,금천구,470
2021-03-06,노원구,86
2021-03-06,도봉구,391
2021-03-06,동작구,1087
2021-03-06,마포구,0
2021-03-06,서대문구,5
2021-03-06,서초구,266
2021-03-06,성동구,0
2021-03-06,성북구,1
2021-03-06,송파구,1
2021-03-06,양천구,306
2021-03-06,영등포구,499
2021-03-06,용산구,0
2021-03-06,은평구,477
2021-03-06,종로구,0
2021-03-06,중구,0
2021-03-06,중랑구,0
2021-03-07,강남구,8
2021-03-07,강동구,0
2021-03-07,강북구,9
2021-03-07,강서구,105
2021-03-07,관악구,1732
2021-03-07,구로구,1962
2021-03-07,금천구,411
2021-03-07,노원구,70
2021-03-07,도봉구,354
2021-03-07,동작구,1130
2021-03-07,마포구,1
2021-03-07,서대문구,1
2021-03-07,서초구,253
2021-03-07,성동구,0
2021-03-07,성북구,0
2021-03-07,송파구,0
2021-03-07,양천구,256
2021-03-07,영등포구,503
2021-03-07,용산구,0
2021-03-07,은평구,407
2021-03-07,종로구,0
2021-03-07,중구,1
2021-03-07,중랑구,0
2021-03-08,강남구,12
2021-03-08,강동구,0
2021-03-08,강북구,2
2021-03-08,강서구,57
2021-03-08,관악구,1141
2021-03-08,구로구,1230
2021-03-08,금천구,326
2021-03-08,노원구,45
2021-03-08,도봉구,219
2021-03-08,동작구,723
2021-03-08,마포구,2
2021-03-08,서대문구,10
2021-03-08,서초구,221
2021-03-08,성동구,0
2021-03-08,성북구,0
2021-03-08,송파구,0
2021-03-08,양천구,148
2021-03-08,영등포구,375
2021-03-08,용산구,0
2021-03-08,은평구,350
2021-03-08,종로구,0
2021-03-08,중구,0
2021-03-08,중랑구,0
2021-03-09,강남구,12
2021-03-09,강동구,0
2021-03-09,강북구,1
2021-03-09,강서구,46
2021-03-09,관악구,1152
2021-03-09,구로구,1391
2021-03-09,금천구,436
2021-03-09,노원구,73
2021-03-09,도봉구,326
2021-03-09,동작구,848
2021-03-09,마포구,3
2021-03-09,서대문구,5
2021-03-09,서초구,222
2021-03-09,성동구,0
2021-03-09,성북구,0
2021-03-09,송파구,0
2021-03-09,양천구,206
2021-03-09,영등포구,426
2021-03-09,용산구,0
2021-03-09,은평구,388
2021-03-09,종로구,0
2021-03-09,중구,0
2021-03-09,중랑구,0
2021-03-10,강남구,6
2021-03-10,강동구,0
2021-03-10,강북구,6
2021-03-10,강서구,54
2021-03-10,관악구,1240
2021-03-10,구로구,1544
2021-03-10,금천구,420
2021-03-10,노원구,64
2021-03-10,도봉구,306
2021-03-10,동작구,852
2021-03-10,마포구,5
2021-03-10,서대문구,14
2021-03-10,서초구,219
2021-03-10,성동구,0
2021-03-10,성북구,0
2021-03-10,송파구,0
2021-03-10,양천구,204
2021-03-10,영등포구,425
2021-03-10,용산구,0
2021-03-10,은평구,371
2021-03-10,종로구,0
2021-03-10,중구,0
2021-03-10,중랑구,0
2021-03-11,강남구,6
2021-03-11,강동구,0
2021-03-11,강북구,6
2021-03-11,강서구,85
2021-03-11,관악구,1182
2021-03-11,구로구,1524
2021-03-11,금천구,388
2021-03-11,노원구,60
2021-03-11,도봉구,348
2021-03-11,동작구,802
2021-03-11,마포구,0
2021-03-11,서대문구,9
2021-03-11,서초구,217
2021-03-11,성동구,0
2021-03-11,성북구,0
2021-03-11,송파구,0
2021-03-11,양천구,218
2021-03-11,영등포구,418
2021-03-11,용산구,0
2021-03-11,은평구,394
2021-03-11,종로구,2
2021-03-11,중구,0
2021-03-11,중랑구,0
2021-03-12,강남구,9
2021-03-12,강동구,0
2021-03-12,강북구,6
2021-03-12,강서구,79
2021-03-12,관악구,1506
2021-03-12,구로구,1844
2021-03-12,금천구,489
2021-03-12,노원구,94
2021-03-12,도봉구,417
2021-03-12,동작구,1010
2021-03-12,마포구,2
2021-03-12,서대문구,10
2021-03-12,서초구,237
2021-03-12,성동구,0
2021-03-12,성북구,0
2021-03-12,송파구,0
2021-03-12,양천구,255
2021-03-12,영등포구,541
2021-03-12,용산구,0
2021-03-12,은평구,486
2021-03-12,종로구,2
2021-03-12,중구,0
2021-03-12,중랑구,0
2021-03-13,강남구,7
2021-03-13,강동구,0
2021-03-13,강북구,9
2021-03-13,강서구,94
2021-03-13,관악구,1769
2021-03-13,구로구,2144
2021-03-13,금천구,574
2021-03-13,노원구,105
2021-03-13,도봉구,418
2021-03-13,동작구,1184
2021-03-13,마포구,5
2021-03-13,서대문구,8
2021-03-13,서초구,301
2021-03-13,성동구,0
2021-03-13,성북구,0
2021-03-13,송파구,0
2021-03-13,양천구,277
2021-03-13,영등포구,453
2021-03-13,용산구,0
2021-03-13,은평구,551
2021-03-13,종로구,0
2021-03-13,중구,0
2021-03-13,중랑구,0
2021-03-14,강남구,5
2021-03-14,강동구,0
2021-03-14,강북구,14
2021-03-14,강서구,96
2021-03-14,관악구,1931
2021-03-14,구로구,2186
2021-03-14,금천구,569
2021-03-14,노원구,85
2021-03-14,도봉구,409
2021-03-14,동작구,1154
2021-03-14,마포구,4
2021-03-14,서대문구,24
2021-03-14,서초구,232
2021-03-14,성동구,0
2021-03-14,성북구,0
2021-03-14,송파구,0
2021-03-14,양천구,300
2021-03-14,영등포구,503
2021-03-14,용산구,1
2021-03-14,은평구,465
2021-03-14,종로구,0
2021-03-14,중구,0
2021-03-14,중랑구,0
2021-03-15,강남구,7
2021-03-15,강동구,0
2021-03-15,강북구,2
2021-03-15,강서구,66
2021-03-15,관악구,1254
2021-03-15,구로구,1314
2021-03-15,금천구,346
2021-03-15,노원구,55
2021-03-15,도봉구,216
2021-03-15,동작구,748
2021-03-15,마포구,0
2021-03-15,서대문구,2
2021-03-15,서초구,201
2021-03-15,성동구,0
2021-03-15,성북구,0
2021-03-15,송파구,0
2021-03-15,양천구,167
2021-03-15,영등포구,324
2021-03-15,용산구,0
2021-03-15,은평구,313
2021-03-15,종로구,0
2021-03-15,중구,0
2021-03-15,중랑구,0
2021-03-16,강남구,0
2021-03-16,강동구,0
2021-03-16,강북구,0
2021-03-16,강서구,33
2021-03-16,관악구,362
2021-03-16,구로구,458
2021-03-16,금천구,294
2021-03-16,노원구,13
2021-03-16,도봉구,118
2021-03-16,동작구,133
2021-03-16,마포구,0
2021-03-16,서대문구,4
2021-03-16,서초구,92
2021-03-16,성동구,0
2021-03-16,성북구,0
2021-03-16,송파구,0
2021-03-16,양천구,131
2021-03-16,영등포구,261
2021-03-16,용산구,0
2021-03-16,은평구,41
2021-03-16,종로구,1
2021-03-16,중구,0
2021-03-16,중랑구,0
2021-03-17,강남구,0
2021-03-17,강동구,0
2021-03-17,강북구,0
2021-03-17,강서구,43
2021-03-17,관악구,340
2021-03-17,구로구,476
2021-03-17,금천구,302
2021-03-17,노원구,18
2021-03-17,도봉구,99
2021-03-17,동작구,131
2021-03-17,마포구,2
2021-03-17,서대문구,5
2021-03-17,서초구,103
2021-03-17,성동구,0
2021-03-17,성북구,0
2021-03-17,송파구,0
2021-03-17,양천구,137
2021-03-17,영등포구,217
2021-03-17,용산구,0
2021-03-17,은평구,42
2021-03-17,종로구,0
2021-03-17,중구,0
2021-03-17,중랑구,0
2021-03-18,강남구,0
2021-03-18,강동구,0
2021-03-18,강북구,0
2021-03-18,강서구,35
2021-03-18,관악구,343
2021-03-18,구로구,553
2021-03-18,금천구,313
2021-03-18,노원구,16
2021-03-18,도봉구,106
2021-03-18,동작구,116
2021-03-18,마포구,0
2021-03-18,서대문구,10
2021-03-18,서초구,91
2021-03-18,성동구,0
2021-03-18,성북구,0
2021-03-18,송파구,0
2021-03-18,양천구,115
2021-03-18,영등포구,215
2021-03-18,용산구,0
2021-03-18,은평구,33
2021-03-18,종로구,0
2021-03-18,중구,0
2021-03-18,중랑구,0
2021-03-19,강남구,0
2021-03-19,강동구,0
2021-03-19,강북구,1
2021-03-19,강서구,37
2021-03-19,관악구,449
2021-03-19,구로구,667
2021-03-19,금천구,412
2021-03-19,노원구,26
2021-03-19,도봉구,167
2021-03-19,동작구,178
2021-03-19,마포구,1
2021-03-19,서대문구,3
2021-03-19,서초구,138
2021-03-19,성동구,1
2021-03-19,성북구,0
2021-03-19,송파구,0
2021-03-19,양천구,145
2021-03-19,영등포구,308
2021-03-19,용산구,0
2021-03-19,은평구,37
2021-03-19,종로구,0
2021-03-19,중구,0
2021-03-19,중랑구,0
2021-03-20,강남구,0
2021-03-20,강동구,0
2021-03-20,강북구,1
2021-03-20,강서구,43
2021-03-20,관악구,668
2021-03-20,구로구,970
2021-03-20,금천구,438
2021-03-20,노원구,28
2021-03-20,도봉구,228
2021-03-20,동작구,237
2021-03-20,마포구,1
2021-03-20,서대문구,10
2021-03-20,서초구,162
2021-03-20,성동구,0
2021-03-20,성북구,0
2021-03-20,송파구,1
2021-03-20,양천구,154
2021-03-20,영등포구,340
2021-03-20,용산구,0
2021-03-20,은평구,29
2021-03-20,종로구,1
2021-03-20,중구,0
2021-03-20,중랑구,0
2021-03-21,강남구,0
2021-03-21,강동구,0
2021-03-21,강북구,0
2021-03-21,강서구,48
2021-03-21,관악구,629
2021-03-21,구로구,782
2021-03-21,금천구,380
2021-03-21,노원구,29
2021-03-21,도봉구,165
2021-03-21,동작구,214
2021-03-21,마포구,2
2021-03-21,서대문구,14
2021-03-21,서초구,130
2021-03-21,성동구,0
2021-03-21,성북구,0
2021-03-21,송파구,0
2021-03-21,양천구,161
2021-03-21,영등포구,335
2021-03-21,용산구,0
2021-03-21,은평구,27
2021-03-21,종로구,0
2021-03-21,중구,0
2021-03-21,중랑구,0
2021-03-22,강남구,0
2021-03-22,강동구,0
2021-03-22,강북구,0
2021-03-22,강서구,36
2021-03-22,관악구,303
2021-03-22,구로구,436
2021-03-22,금천구,340
2021-03-22,노원구,13
2021-03-22,도봉구,90
2021-03-22,동작구,123
2021-03-22,마포구,0
2021-03-22,서대문구,5
2021-03-22,서초구,91
2021-03-22,성동구,0
2021-03-22,성북구,0
2021-03-22,송파구,0
2021-03-22,양천구,90
2021-03-22,영등포구,248
2021-03-22,용산구,0
2021-03-22,은평구,24
2021-03-22,종로구,1
2021-03-22,중구,0
2021-03-22,중랑구,0
2021-03-23,강남구,0
2021-03-23,강동구,0
2021-03-23,강북구,0
2021-03-23,강서구,17
2021-03-23,관악구,314
