날짜,구,건수
2021-03-23,구로구,478
2021-03-23,금천구,329
2021-03-23,노원구,20
2021-03-23,도봉구,110
2021-03-23,동작구,126
2021-03-23,마포구,0
2021-03-23,서대문구,6
2021-03-23,서초구,71
2021-03-23,성동구,0
2021-03-23,성북구,0
2021-03-23,송파구,0
2021-03-23,양천구,128
2021-03-23,영등포구,284
2021-03-23,용산구,0
2021-03-23,은평구,46
2021-03-23,종로구,0
2021-03-23,중구,0
2021-03-23,중랑구,1
2021-03-24,강남구,0
2021-03-24,강동구,0
2021-03-24,강북구,0
2021-03-24,강서구,23
2021-03-24,관악구,379
2021-03-24,구로구,495
2021-03-24,금천구,326
2021-03-24,노원구,26
2021-03-24,도봉구,134
2021-03-24,동작구,151
2021-03-24,마포구,2
2021-03-24,서대문구,8
2021-03-24,서초구,54
2021-03-24,성동구,0
2021-03-24,성북구,0
2021-03-24,송파구,0
2021-03-24,양천구,112
2021-03-24,영등포구,286
2021-03-24,용산구,0
2021-03-24,은평구,45
2021-03-24,종로구,0
2021-03-24,중구,0
2021-03-24,중랑구,0
2021-03-25,강남구,0
2021-03-25,강동구,0
2021-03-25,강북구,2
2021-03-25,강서구,36
2021-03-25,관악구,456
2021-03-25,구로구,557
2021-03-25,금천구,310
2021-03-25,노원구,22
2021-03-25,도봉구,188
2021-03-25,동작구,154
2021-03-25,마포구,1
2021-03-25,서대문구,2
2021-03-25,서초구,60
2021-03-25,성동구,0
2021-03-25,성북구,0
2021-03-25,송파구,0
2021-03-25,양천구,133
2021-03-25,영등포구,280
2021-03-25,용산구,0
2021-03-25,은평구,12
2021-03-25,종로구,0
2021-03-25,중구,0
2021-03-25,중랑구,0
2021-03-26,강남구,2
2021-03-26,강동구,0
2021-03-26,강북구,1
2021-03-26,강서구,29
2021-03-26,관악구,480
2021-03-26,구로구,660
2021-03-26,금천구,377
2021-03-26,노원구,34
2021-03-26,도봉구,180
2021-03-26,동작구,173
2021-03-26,마포구,1
2021-03-26,서대문구,2
2021-03-26,서초구,67
2021-03-26,성동구,0
2021-03-26,성북구,0
2021-03-26,송파구,0
2021-03-26,양천구,139
2021-03-26,영등포구,357
2021-03-26,용산구,0
2021-03-26,은평구,36
2021-03-26,종로구,0
2021-03-26,중구,0
2021-03-26,중랑구,0
2021-04-01,강남구,0
2021-04-01,강동구,0
2021-04-01,강북구,1
2021-04-01,강서구,5
2021-04-01,관악구,324
2021-04-01,구로구,532
2021-04-01,금천구,297
2021-04-01,노원구,9
2021-04-01,도봉구,95
2021-04-01,동작구,91
2021-04-01,마포구,1
2021-04-01,서대문구,3
2021-04-01,서초구,44
2021-04-01,성동구,0
2021-04-01,성북구,0
2021-04-01,송파구,0
2021-04-01,양천구,78
2021-04-01,영등포구,216
2021-04-01,용산구,0
2021-04-01,은평구,34
2021-04-01,종로구,0
2021-04-01,중구,0
2021-04-01,중랑구,0
2021-04-02,강남구,0
2021-04-02,강동구,0
2021-04-02,강북구,0
2021-04-02,강서구,7
2021-04-02,관악구,432
2021-04-02,구로구,618
2021-04-02,금천구,388
2021-04-02,노원구,9
2021-04-02,도봉구,125
2021-04-02,동작구,126
2021-04-02,마포구,1
2021-04-02,서대문구,2
2021-04-02,서초구,48
2021-04-02,성동구,0
2021-04-02,성북구,0
2021-04-02,송파구,0
2021-04-02,양천구,91
2021-04-02,영등포구,279
2021-04-02,용산구,0
2021-04-02,은평구,4
2021-04-02,종로구,1
2021-04-02,중구,0
2021-04-02,중랑구,0
2021-04-03,강남구,0
2021-04-03,강동구,0
2021-04-03,강북구,0
2021-04-03,강서구,12
2021-04-03,관악구,605
2021-04-03,구로구,821
2021-04-03,금천구,578
2021-04-03,노원구,27
2021-04-03,도봉구,231
2021-04-03,동작구,199
2021-04-03,마포구,0
2021-04-03,서대문구,9
2021-04-03,서초구,83
2021-04-03,성동구,0
2021-04-03,성북구,0
2021-04-03,송파구,0
2021-04-03,양천구,111
2021-04-03,영등포구,380
2021-04-03,용산구,0
2021-04-03,은평구,28
2021-04-03,종로구,0
2021-04-03,중구,0
2021-04-03,중랑구,0
2021-04-04,강남구,0
2021-04-04,강동구,0
2021-04-04,강북구,0
2021-04-04,강서구,7
2021-04-04,관악구,557
2021-04-04,구로구,613
2021-04-04,금천구,370
2021-04-04,노원구,15
2021-04-04,도봉구,147
2021-04-04,동작구,154
2021-04-04,마포구,1
2021-04-04,서대문구,10
2021-04-04,서초구,76
2021-04-04,성동구,0
2021-04-04,성북구,0
2021-04-04,송파구,0
2021-04-04,양천구,83
2021-04-04,영등포구,313
2021-04-04,용산구,0
2021-04-04,은평구,15
2021-04-04,종로구,0
2021-04-04,중구,0
2021-04-04,중랑구,0
2021-04-05,강남구,0
2021-04-05,강동구,0
2021-04-05,강북구,2
2021-04-05,강서구,32
2021-04-05,관악구,368
2021-04-05,구로구,479
2021-04-05,금천구,296
2021-04-05,노원구,14
2021-04-05,도봉구,83
2021-04-05,동작구,148
2021-04-05,마포구,2
2021-04-05,서대문구,4
2021-04-05,서초구,48
2021-04-05,성동구,0
2021-04-05,성북구,0
2021-04-05,송파구,0
2021-04-05,양천구,101
2021-04-05,영등포구,301
2021-04-05,용산구,0
2021-04-05,은평구,23
2021-04-05,종로구,0
2021-04-05,중구,0
2021-04-05,중랑구,0
2021-04-06,강남구,0
2021-04-06,강동구,0
2021-04-06,강북구,5
2021-04-06,강서구,19
2021-04-06,관악구,336
2021-04-06,구로구,444
2021-04-06,금천구,307
2021-04-06,노원구,21
2021-04-06,도봉구,125
2021-04-06,동작구,128
2021-04-06,마포구,0
2021-04-06,서대문구,6
2021-04-06,서초구,76
2021-04-06,성동구,0
2021-04-06,성북구,0
2021-04-06,송파구,0
2021-04-06,양천구,136
2021-04-06,영등포구,272
2021-04-06,용산구,0
2021-04-06,은평구,32
2021-04-06,종로구,0
2021-04-06,중구,0
2021-04-06,중랑구,0
2021-04-07,강남구,0
2021-04-07,강동구,0
2021-04-07,강북구,0
2021-04-07,강서구,29
2021-04-07,관악구,468
2021-04-07,구로구,535
2021-04-07,금천구,353
2021-04-07,노원구,21
2021-04-07,도봉구,164
2021-04-07,동작구,144
2021-04-07,마포구,0
2021-04-07,서대문구,2
2021-04-07,서초구,74
2021-04-07,성동구,0
2021-04-07,성북구,0
2021-04-07,송파구,0
2021-04-07,양천구,161
2021-04-07,영등포구,272
2021-04-07,용산구,0
2021-04-07,은평구,32
2021-04-07,종로구,0
2021-04-07,중구,0
2021-04-07,중랑구,0
2021-04-08,강남구,0
2021-04-08,강동구,0
2021-04-08,강북구,0
2021-04-08,강서구,21
2021-04-08,관악구,373
2021-04-08,구로구,533
2021-04-08,금천구,311
2021-04-08,노원구,16
2021-04-08,도봉구,106
2021-04-08,동작구,109
2021-04-08,마포구,0
2021-04-08,서대문구,9
2021-04-08,서초구,57
2021-04-08,성동구,0
2021-04-08,성북구,0
2021-04-08,송파구,0
2021-04-08,양천구,110
2021-04-08,영등포구,297
2021-04-08,용산구,0
2021-04-08,은평구,37
2021-04-08,종로구,0
2021-04-08,중구,0
2021-04-08,중랑구,0
2021-04-09,강남구,0
2021-04-09,강동구,0
2021-04-09,강북구,1
2021-04-09,강서구,35
2021-04-09,관악구,516
2021-04-09,구로구,716
2021-04-09,금천구,409
2021-04-09,노원구,27
2021-04-09,도봉구,171
2021-04-09,동작구,175
2021-04-09,마포구,3
2021-04-09,서대문구,5
2021-04-09,서초구,86
2021-04-09,성동구,0
2021-04-09,성북구,0
2021-04-09,송파구,0
2021-04-09,양천구,157
2021-04-09,영등포구,346
2021-04-09,용산구,0
2021-04-09,은평구,17
2021-04-09,종로구,0
2021-04-09,중구,0
2021-04-09,중랑구,0
2021-04-10,강남구,0
2021-04-10,강동구,0
2021-04-10,강북구,2
2021-04-10,강서구,44
2021-04-10,관악구,534
2021-04-10,구로구,843
2021-04-10,금천구,485
2021-04-10,노원구,40
2021-04-10,도봉구,201
2021-04-10,동작구,192
2021-04-10,마포구,4
2021-04-10,서대문구,8
2021-04-10,서초구,73
2021-04-10,성동구,0
2021-04-10,성북구,0
2021-04-10,송파구,0
2021-04-10,양천구,163
2021-04-10,영등포구,387
2021-04-10,용산구,0
2021-04-10,은평구,17
2021-04-10,종로구,1
2021-04-10,중구,0
2021-04-10,중랑구,0
2021-04-11,강남구,0
2021-04-11,강동구,0
2021-04-11,강북구,3
2021-04-11,강서구,45
2021-04-11,관악구,605
2021-04-11,구로구,809
2021-04-11,금천구,423
2021-04-11,노원구,29
2021-04-11,도봉구,164
2021-04-11,동작구,171
2021-04-11,마포구,2
2021-04-11,서대문구,6
2021-04-11,서초구,73
2021-04-11,성동구,0
2021-04-11,성북구,0
2021-04-11,송파구,0
2021-04-11,양천구,159
2021-04-11,영등포구,470
2021-04-11,용산구,0
2021-04-11,은평구,25
2021-04-11,종로구,0
2021-04-11,중구,0
2021-04-11,중랑구,0
2021-04-12,강남구,0
2021-04-12,강동구,0
2021-04-12,강북구,0
2021-04-12,강서구,29
2021-04-12,관악구,459
2021-04-12,구로구,567
2021-04-12,금천구,305
2021-04-12,노원구,13
2021-04-12,도봉구,129
2021-04-12,동작구,128
2021-04-12,마포구,0
2021-04-12,서대문구,12
2021-04-12,서초구,44
2021-04-12,성동구,0
2021-04-12,성북구,0
2021-04-12,송파구,0
2021-04-12,양천구,87
2021-04-12,영등포구,300
2021-04-12,용산구,0
2021-04-12,은평구,22
2021-04-12,종로구,0
2021-04-12,중구,0
2021-04-12,중랑구,0
2021-04-13,강남구,0
2021-04-13,강동구,0
2021-04-13,강북구,1
2021-04-13,강서구,12
2021-04-13,관악구,369
2021-04-13,구로구,480
2021-04-13,금천구,273
2021-04-13,노원구,27
2021-04-13,도봉구,125
2021-04-13,동작구,122
2021-04-13,마포구,2
2021-04-13,서대문구,6
2021-04-13,서초구,61
2021-04-13,성동구,0
2021-04-13,성북구,0
2021-04-13,송파구,0
2021-04-13,양천구,116
2021-04-13,영등포구,242
2021-04-13,용산구,1
2021-04-13,은평구,26
2021-04-13,종로구,0
2021-04-13,중구,0
2021-04-13,중랑구,0
2021-04-14,강남구,0
2021-04-14,강동구,0
2021-04-14,강북구,1
2021-04-14,강서구,22
2021-04-14,관악구,400
2021-04-14,구로구,521
2021-04-14,금천구,288
2021-04-14,노원구,29
2021-04-14,도봉구,129
2021-04-14,동작구,104
2021-04-14,마포구,4
2021-04-14,서대문구,25
2021-04-14,서초구,36
2021-04-14,성동구,0
2021-04-14,성북구,0
2021-04-14,송파구,0
2021-04-14,양천구,117
2021-04-14,영등포구,263
2021-04-14,용산구,0
2021-04-14,은평구,33
2021-04-14,종로구,1
2021-04-14,중구,0
2021-04-14,중랑구,0
2021-04-15,강남구,0
2021-04-15,강동구,0
2021-04-15,강북구,0
2021-04-15,강서구,25
2021-04-15,관악구,442
2021-04-15,구로구,527
2021-04-15,금천구,318
2021-04-15,노원구,23
2021-04-15,도봉구,120
2021-04-15,동작구,113
2021-04-15,마포구,2
2021-04-15,서대문구,23
2021-04-15,서초구,78
2021-04-15,성동구,0
2021-04-15,성북구,0
2021-04-15,송파구,0
2021-04-15,양천구,107
2021-04-15,영등포구,227
2021-04-15,용산구,0
2021-04-15,은평구,38
2021-04-15,종로구,0
2021-04-15,중구,0
2021-04-15,중랑구,0
2021-04-16,강남구,0
2021-04-16,강동구,0
2021-04-16,강북구,2
2021-04-16,강서구,23
2021-04-16,관악구,449
2021-04-16,구로구,671
2021-04-16,금천구,394
2021-04-16,노원구,34
2021-04-16,도봉구,162
2021-04-16,동작구,125
2021-04-16,마포구,3
2021-04-16,서대문구,13
2021-04-16,서초구,47
2021-04-16,성동구,0
2021-04-16,성북구,0
2021-04-16,송파구,0
2021-04-16,양천구,145
2021-04-16,영등포구,315
2021-04-16,용산구,0
2021-04-16,은평구,26
2021-04-16,종로구,0
2021-04-16,중구,0
2021-04-16,중랑구,0
2021-04-17,강남구,0
2021-04-17,강동구,0
2021-04-17,강북구,4
2021-04-17,강서구,27
2021-04-17,관악구,510
2021-04-17,구로구,874
2021-04-17,금천구,490
2021-04-17,노원구,50
2021-04-17,도봉구,234
2021-04-17,동작구,157
2021-04-17,마포구,7
2021-04-17,서대문구,7
2021-04-17,서초구,71
2021-04-17,성동구,0
2021-04-17,성북구,0
2021-04-17,송파구,0
2021-04-17,양천구,138
2021-04-17,영등포구,319
2021-04-17,용산구,0
2021-04-17,은평구,21
2021-04-17,종로구,0
2021-04-17,중구,0
2021-04-17,중랑구,0
2021-04-18,강남구,0
2021-04-18,강동구,0
2021-04-18,강북구,4
2021-04-18,강서구,27
2021-04-18,관악구,542
2021-04-18,구로구,835
2021-04-18,금천구,399
2021-04-18,노원구,27
2021-04-18,도봉구,181
2021-04-18,동작구,136
2021-04-18,마포구,3
2021-04-18,서대문구,13
2021-04-18,서초구,78
2021-04-18,성동구,0
2021-04-18,성북구,0
2021-04-18,송파구,0
2021-04-18,양천구,166
2021-04-18,영등포구,377
2021-04-18,용산구,0
2021-04-18,은평구,19
2021-04-18,종로구,0
2021-04-18,중구,0
2021-04-18,중랑구,0
2021-04-19,강남구,0
2021-04-19,강동구,0
2021-04-19,강북구,2
2021-04-19,강서구,11
2021-04-19,관악구,356
2021-04-19,구로구,463
2021-04-19,금천구,278
2021-04-19,노원구,41
2021-04-19,도봉구,133
2021-04-19,동작구,109
2021-04-19,마포구,0
2021-04-19,서대문구,3
2021-04-19,서초구,54
2021-04-19,성동구,0
2021-04-19,성북구,0
2021-04-19,송파구,0
2021-04-19,양천구,101
2021-04-19,영등포구,247
2021-04-19,용산구,0
2021-04-19,은평구,31
2021-04-19,종로구,0
2021-04-19,중구,0
2021-04-19,중랑구,0
2021-04-20,강남구,0
2021-04-20,강동구,0
2021-04-20,강북구,3
2021-04-20,강서구,17
2021-04-20,관악구,315
2021-04-20,구로구,437
2021-04-20,금천구,367
2021-04-20,노원구,45
2021-04-20,도봉구,177
2021-04-20,동작구,108
2021-04-20,마포구,1
2021-04-20,서대문구,1
2021-04-20,서초구,62
2021-04-20,성동구,0
2021-04-20,성북구,0
2021-04-20,송파구,0
2021-04-20,양천구,110
2021-04-20,영등포구,232
2021-04-20,용산구,0
2021-04-20,은평구,28
2021-04-20,종로구,0
2021-04-20,중구,0
2021-04-20,중랑구,0
2021-04-21,강남구,0
2021-04-21,강동구,0
2021-04-21,강북구,3
2021-04-21,강서구,16
2021-04-21,관악구,390
2021-04-21,구로구,515
2021-04-21,금천구,355
2021-04-21,노원구,54
2021-04-21,도봉구,184
2021-04-21,동작구,108
2021-04-21,마포구,0
2021-04-21,서대문구,7
2021-04-21,서초구,52
2021-04-21,성동구,0
2021-04-21,성북구,0
2021-04-21,송파구,0
2021-04-21,양천구,122
2021-04-21,영등포구,186
2021-04-21,용산구,0
2021-04-21,은평구,50
2021-04-21,종로구,0
2021-04-21,중구,0
2021-04-21,중랑구,0
2021-04-22,강남구,0
2021-04-22,강동구,0
2021-04-22,강북구,0
2021-04-22,강서구,16
2021-04-22,관악구,386
2021-04-22,구로구,524
2021-04-22,금천구,383
2021-04-22,노원구,18
2021-04-22,도봉구,98
2021-04-22,동작구,132
2021-04-22,마포구,3
2021-04-22,서대문구,5
2021-04-22,서초구,70
2021-04-22,성동구,0
2021-04-22,성북구,0
2021-04-22,송파구,0
2021-04-22,양천구,137
2021-04-22,영등포구,247
2021-04-22,용산구,0
2021-04-22,은평구,24
2021-04-22,종로구,1
2021-04-22,중구,0
2021-04-22,중랑구,0
2021-04-23,강남구,0
2021-04-23,강동구,0
2021-04-23,강북구,1
2021-04-23,강서구,13
2021-04-23,관악구,474
2021-04-23,구로구,684
2021-04-23,금천구,492
2021-04-23,노원구,50
2021-04-23,도봉구,210
2021-04-23,동작구,140
2021-04-23,마포구,2
2021-04-23,서대문구,7
2021-04-23,서초구,54
2021-04-23,성동구,0
2021-04-23,성북구,0
2021-04-23,송파구,0
2021-04-23,양천구,126
2021-04-23,영등포구,308
2021-04-23,용산구,0
2021-04-23,은평구,7
2021-04-23,종로구,0
2021-04-23,중구,0
2021-04-23,중랑구,0
2021-04-24,강남구,0
2021-04-24,강동구,0
2021-04-24,강북구,4
2021-04-24,강서구,25
2021-04-24,관악구,579
2021-04-24,구로구,902
2021-04-24,금천구,525
2021-04-24,노원구,29
2021-04-24,도봉구,182
2021-04-24,동작구,185
2021-04-24,마포구,3
2021-04-24,서대문구,5
2021-04-24,서초구,66
2021-04-24,성동구,0
2021-04-24,성북구,0
2021-04-24,송파구,0
2021-04-24,양천구,187
2021-04-24,영등포구,332
2021-04-24,용산구,0
2021-04-24,은평구,47
2021-04-24,종로구,0
2021-04-24,중구,0
2021-04-24,중랑구,0
2021-04-25,강남구,0
2021-04-25,강동구,0
2021-04-25,강북구,4
2021-04-25,강서구,35
2021-04-25,관악구,628
2021-04-25,구로구,827
2021-04-25,금천구,488
2021-04-25,노원구,35
2021-04-25,도봉구,165
2021-04-25,동작구,174
2021-04-25,마포구,1
2021-04-25,서대문구,6
2021-04-25,서초구,68
2021-04-25,성동구,0
2021-04-25,성북구,0
2021-04-25,송파구,0
2021-04-25,양천구,174
2021-04-25,영등포구,375
2021-04-25,용산구,0
2021-04-25,은평구,27
2021-04-25,종로구,0
2021-04-25,중구,0
2021-04-25,중랑구,1
2021-04-26,강남구,1
2021-04-26,강동구,0
2021-04-26,강북구,4
2021-04-26,강서구,43
2021-04-26,관악구,346
2021-04-26,구로구,514
2021-04-26,금천구,357
2021-04-26,노원구,6
2021-04-26,도봉구,47
2021-04-26,동작구,121
2021-04-26,마포구,3
2021-04-26,서대문구,5
2021-04-26,서초구,52
2021-04-26,성동구,0
2021-04-26,성북구,0
2021-04-26,송파구,0
2021-04-26,양천구,97
2021-04-26,영등포구,203
2021-04-26,용산구,0
2021-04-26,은평구,17
2021-04-26,종로구,0
2021-04-26,중구,0
2021-04-26,중랑구,0
2021-04-27,강남구,0
2021-04-27,강동구,0
2021-04-27,강북구,0
2021-04-27,강서구,47
2021-04-27,관악구,398
2021-04-27,구로구,522
2021-04-27,금천구,403
2021-04-27,노원구,27
2021-04-27,도봉구,113
2021-04-27,동작구,114
2021-04-27,마포구,1
2021-04-27,서대문구,6
2021-04-27,서초구,69
2021-04-27,성동구,0
2021-04-27,성북구,0
2021-04-27,송파구,0
2021-04-27,양천구,103
2021-04-27,영등포구,219
2021-04-27,용산구,0
2021-04-27,은평구,36
2021-04-27,종로구,0
2021-04-27,중구,0
2021-04-27,중랑구,0
2021-04-28,강남구,0
2021-04-28,강동구,0
2021-04-28,강북구,0
2021-04-28,강서구,34
2021-04-28,관악구,393
2021-04-28,구로구,586
2021-04-28,금천구,381
2021-04-28,노원구,19
2021-04-28,도봉구,104
2021-04-28,동작구,117
2021-04-28,마포구,1
2021-04-28,서대문구,4
2021-04-28,서초구,64
2021-04-28,성동구,0
2021-04-28,성북구,0
2021-04-28,송파구,0
2021-04-28,양천구,131
2021-04-28,영등포구,181
2021-04-28,용산구,0
2021-04-28,은평구,53
2021-04-28,종로구,0
2021-04-28,중구,0
2021-04-28,중랑구,0
2021-04-29,강남구,0
2021-04-29,강동구,0
2021-04-29,강북구,2
2021-04-29,강서구,45
2021-04-29,관악구,386
2021-04-29,구로구,604
2021-04-29,금천구,421
2021-04-29,노원구,20
2021-04-29,도봉구,91
2021-04-29,동작구,122
2021-04-29,마포구,1
2021-04-29,서대문구,7
2021-04-29,서초구,71
2021-04-29,성동구,0
2021-04-29,성북구,0
2021-04-29,송파구,0
2021-04-29,양천구,118
2021-04-29,영등포구,187
2021-04-29,용산구,0
2021-04-29,은평구,45
2021-04-29,종로구,0
2021-04-29,중구,0
2021-04-29,중랑구,0
2021-04-30,강남구,0
2021-04-30,강동구,0
2021-04-30,강북구,1
2021-04-30,강서구,57
2021-04-30,관악구,473
2021-04-30,구로구,649
2021-04-30,금천구,525
2021-04-30,노원구,29
2021-04-30,도봉구,169
2021-04-30,동작구,143
2021-04-30,마포구,4
2021-04-30,서대문구,4
2021-04-30,서초구,69
2021-04-30,성동구,0
2021-04-30,성북구,0
2021-04-30,송파구,0
2021-04-30,양천구,115
2021-04-30,영등포구,255
2021-04-30,용산구,0
2021-04-30,은평구,24
2021-04-30,종로구,0
2021-04-30,중구,0
2021-04-30,중랑구,0
2021-05-01,강남구,0
2021-05-01,강동구,0
2021-05-01,강북구,2
2021-05-01,강서구,74
2021-05-01,관악구,562
2021-05-01,구로구,958
2021-05-01,금천구,561
2021-05-01,노원구,28
2021-05-01,도봉구,177
2021-05-01,동작구,185
2021-05-01,마포구,4
2021-05-01,서대문구,7
2021-05-01,서초구,81
2021-05-01,성동구,0
2021-05-01,성북구,0
2021-05-01,송파구,0
2021-05-01,양천구,135
2021-05-01,영등포구,304
2021-05-01,용산구,0
2021-05-01,은평구,24
2021-05-01,종로구,1
2021-05-01,중구,0
2021-05-01,중랑구,0
2021-05-02,강남구,0
2021-05-02,강동구,0
2021-05-02,강북구,0
2021-05-02,강서구,27
2021-05-02,관악구,530
2021-05-02,구로구,701
2021-05-02,금천구,405
2021-05-02,노원구,13
2021-05-02,도봉구,141
2021-05-02,동작구,151
2021-05-02,마포구,1
2021-05-02,서대문구,7
2021-05-02,서초구,61
2021-05-02,성동구,0
2021-05-02,성북구,0
2021-05-02,송파구,0
2021-05-02,양천구,103
2021-05-02,영등포구,276
2021-05-02,용산구,0
2021-05-02,은평구,16
2021-05-02,종로구,0
2021-05-02,중구,0
2021-05-02,중랑구,0
2021-05-03,강남구,0
2021-05-03,강동구,0
2021-05-03,강북구,0
2021-05-03,강서구,35
2021-05-03,관악구,291
2021-05-03,구로구,476
2021-05-03,금천구,356
2021-05-03,노원구,14
2021-05-03,도봉구,80
2021-05-03,동작구,106
2021-05-03,마포구,4
2021-05-03,서대문구,3
2021-05-03,서초구,61
2021-05-03,성동구,0
2021-05-03,성북구,0
2021-05-03,송파구,0
2021-05-03,양천구,63
2021-05-03,영등포구,195
2021-05-03,용산구,0
2021-05-03,은평구,14
2021-05-03,종로구,0
2021-05-03,중구,0
2021-05-03,중랑구,0
2021-05-04,강남구,0
2021-05-04,강동구,0
2021-05-04,강북구,0
2021-05-04,강서구,46
2021-05-04,관악구,428
2021-05-04,구로구,656
2021-05-04,금천구,500
2021-05-04,노원구,22
2021-05-04,도봉구,168
2021-05-04,동작구,133
2021-05-04,마포구,1
2021-05-04,서대문구,8
2021-05-04,서초구,70
2021-05-04,성동구,0
2021-05-04,성북구,0
2021-05-04,송파구,0
2021-05-04,양천구,81
2021-05-04,영등포구,260
2021-05-04,용산구,0
2021-05-04,은평구,55
2021-05-04,종로구,1
2021-05-04,중구,0
2021-05-04,중랑구,0
2021-05-05,강남구,0
2021-05-05,강동구,1
2021-05-05,강북구,0
2021-05-05,강서구,40
2021-05-05,관악구,616
2021-05-05,구로구,888
2021-05-05,금천구,533
2021-05-05,노원구,26
2021-05-05,도봉구,163
2021-05-05,동작구,188
2021-05-05,마포구,1
2021-05-05,서대문구,6
2021-05-05,서초구,59
2021-05-05,성동구,0
2021-05-05,성북구,0
2021-05-05,송파구,0
2021-05-05,양천구,103
2021-05-05,영등포구,293
2021-05-05,용산구,0
2021-05-05,은평구,43
2021-05-05,종로구,0
2021-05-05,중구,0
2021-05-05,중랑구,0
2021-05-06,강남구,0
2021-05-06,강동구,0
2021-05-06,강북구,0
2021-05-06,강서구,30
2021-05-06,관악구,324
2021-05-06,구로구,485
2021-05-06,금천구,290
2021-05-06,노원구,10
2021-05-06,도봉구,69
2021-05-06,동작구,88
2021-05-06,마포구,1
2021-05-06,서대문구,4
2021-05-06,서초구,62
2021-05-06,성동구,0
2021-05-06,성북구,0
2021-05-06,송파구,0
2021-05-06,양천구,59
2021-05-06,영등포구,160
2021-05-06,용산구,0
2021-05-06,은평구,49
2021-05-06,종로구,0
2021-05-06,중구,0
2021-05-06,중랑구,0
2021-05-07,강남구,0
2021-05-07,강동구,0
2021-05-07,강북구,0
2021-05-07,강서구,38
2021-05-07,관악구,418
2021-05-07,구로구,653
2021-05-07,금천구,392
2021-05-07,노원구,22
2021-05-07,도봉구,134
2021-05-07,동작구,113
2021-05-07,마포구,0
2021-05-07,서대문구,7
2021-05-07,서초구,63
2021-05-07,성동구,0
2021-05-07,성북구,0
2021-05-07,송파구,0
2021-05-07,양천구,67
2021-05-07,영등포구,232
2021-05-07,용산구,0
2021-05-07,은평구,10
2021-05-07,종로구,0
2021-05-07,중구,0
2021-05-07,중랑구,0
2021-05-08,강남구,1
2021-05-08,강동구,0
2021-05-08,강북구,1
2021-05-08,강서구,62
2021-05-08,관악구,508
2021-05-08,구로구,969
2021-05-08,금천구,483
2021-05-08,노원구,17
2021-05-08,도봉구,176
2021-05-08,동작구,168
2021-05-08,마포구,2
