날짜,구,건수
2021-05-08,서대문구,15
2021-05-08,서초구,73
2021-05-08,성동구,0
2021-05-08,성북구,0
2021-05-08,송파구,0
2021-05-08,양천구,81
2021-05-08,영등포구,253
2021-05-08,용산구,0
2021-05-08,은평구,38
2021-05-08,종로구,0
2021-05-08,중구,0
2021-05-08,중랑구,0
2021-05-09,강남구,0
2021-05-09,강동구,0
2021-05-09,강북구,0
2021-05-09,강서구,43
2021-05-09,관악구,493
2021-05-09,구로구,777
2021-05-09,금천구,450
2021-05-09,노원구,29
2021-05-09,도봉구,154
2021-05-09,동작구,140
2021-05-09,마포구,1
2021-05-09,서대문구,4
2021-05-09,서초구,52
2021-05-09,성동구,0
2021-05-09,성북구,0
2021-05-09,송파구,0
2021-05-09,양천구,73
2021-05-09,영등포구,306
2021-05-09,용산구,0
2021-05-09,은평구,24
2021-05-09,종로구,0
2021-05-09,중구,0
2021-05-09,중랑구,0
2021-05-10,강남구,0
2021-05-10,강동구,0
2021-05-10,강북구,0
2021-05-10,강서구,47
2021-05-10,관악구,361
2021-05-10,구로구,504
2021-05-10,금천구,361
2021-05-10,노원구,19
2021-05-10,도봉구,72
2021-05-10,동작구,90
2021-05-10,마포구,0
2021-05-10,서대문구,13
2021-05-10,서초구,48
2021-05-10,성동구,0
2021-05-10,성북구,0
2021-05-10,송파구,0
2021-05-10,양천구,54
2021-05-10,영등포구,190
2021-05-10,용산구,0
2021-05-10,은평구,24
2021-05-10,종로구,0
2021-05-10,중구,0
2021-05-10,중랑구,0
2021-05-11,강남구,0
2021-05-11,강동구,0
2021-05-11,강북구,0
2021-05-11,강서구,36
2021-05-11,관악구,329
2021-05-11,구로구,480
2021-05-11,금천구,336
2021-05-11,노원구,8
2021-05-11,도봉구,97
2021-05-11,동작구,109
2021-05-11,마포구,3
2021-05-11,서대문구,8
2021-05-11,서초구,55
2021-05-11,성동구,0
2021-05-11,성북구,0
2021-05-11,송파구,0
2021-05-11,양천구,95
2021-05-11,영등포구,209
2021-05-11,용산구,0
2021-05-11,은평구,28
2021-05-11,종로구,0
2021-05-11,중구,0
2021-05-11,중랑구,0
2021-05-12,강남구,0
2021-05-12,강동구,0
2021-05-12,강북구,1
2021-05-12,강서구,28
2021-05-12,관악구,324
2021-05-12,구로구,460
2021-05-12,금천구,346
2021-05-12,노원구,23
2021-05-12,도봉구,112
2021-05-12,동작구,105
2021-05-12,마포구,2
2021-05-12,서대문구,8
2021-05-12,서초구,63
2021-05-12,성동구,0
2021-05-12,성북구,0
2021-05-12,송파구,0
2021-05-12,양천구,89
2021-05-12,영등포구,163
2021-05-12,용산구,0
2021-05-12,은평구,20
2021-05-12,종로구,0
2021-05-12,중구,0
2021-05-12,중랑구,0
2021-05-13,강남구,0
2021-05-13,강동구,0
2021-05-13,강북구,0
2021-05-13,강서구,25
2021-05-13,관악구,343
2021-05-13,구로구,516
2021-05-13,금천구,407
2021-05-13,노원구,16
2021-05-13,도봉구,120
2021-05-13,동작구,118
2021-05-13,마포구,2
2021-05-13,서대문구,10
2021-05-13,서초구,54
2021-05-13,성동구,0
2021-05-13,성북구,0
2021-05-13,송파구,0
2021-05-13,양천구,87
2021-05-13,영등포구,183
2021-05-13,용산구,0
2021-05-13,은평구,13
2021-05-13,종로구,0
2021-05-13,중구,0
2021-05-13,중랑구,1
2021-05-14,강남구,0
2021-05-14,강동구,0
2021-05-14,강북구,2
2021-05-14,강서구,64
2021-05-14,관악구,828
2021-05-14,구로구,1410
2021-05-14,금천구,814
2021-05-14,노원구,42
2021-05-14,도봉구,308
2021-05-14,동작구,254
2021-05-14,마포구,4
2021-05-14,서대문구,18
2021-05-14,서초구,100
2021-05-14,성동구,0
2021-05-14,성북구,0
2021-05-14,송파구,0
2021-05-14,양천구,124
2021-05-14,영등포구,454
2021-05-14,용산구,0
2021-05-14,은평구,50
2021-05-14,종로구,0
2021-05-14,중구,0
2021-05-14,중랑구,0
2021-05-15,강남구,0
2021-05-15,강동구,0
2021-05-15,강북구,0
2021-05-15,강서구,2
2021-05-15,관악구,22
2021-05-15,구로구,20
2021-05-15,금천구,11
2021-05-15,노원구,0
2021-05-15,도봉구,0
2021-05-15,동작구,8
2021-05-15,마포구,0
2021-05-15,서대문구,0
2021-05-15,서초구,12
2021-05-15,성동구,0
2021-05-15,성북구,0
2021-05-15,송파구,0
2021-05-15,양천구,0
2021-05-15,영등포구,6
2021-05-15,용산구,0
2021-05-15,은평구,2
2021-05-15,종로구,0
2021-05-15,중구,0
2021-05-15,중랑구,0
2021-05-16,강남구,0
2021-05-16,강동구,0
2021-05-16,강북구,0
2021-05-16,강서구,46
2021-05-16,관악구,459
2021-05-16,구로구,547
2021-05-16,금천구,583
2021-05-16,노원구,15
2021-05-16,도봉구,157
2021-05-16,동작구,130
2021-05-16,마포구,4
2021-05-16,서대문구,18
2021-05-16,서초구,72
2021-05-16,성동구,0
2021-05-16,성북구,0
2021-05-16,송파구,0
2021-05-16,양천구,77
2021-05-16,영등포구,232
2021-05-16,용산구,0
2021-05-16,은평구,20
2021-05-16,종로구,0
2021-05-16,중구,0
2021-05-16,중랑구,0
2021-05-17,강남구,0
2021-05-17,강동구,0
2021-05-17,강북구,0
2021-05-17,강서구,30
2021-05-17,관악구,391
2021-05-17,구로구,565
2021-05-17,금천구,376
2021-05-17,노원구,26
2021-05-17,도봉구,124
2021-05-17,동작구,112
2021-05-17,마포구,1
2021-05-17,서대문구,5
2021-05-17,서초구,62
2021-05-17,성동구,0
2021-05-17,성북구,0
2021-05-17,송파구,0
2021-05-17,양천구,65
2021-05-17,영등포구,222
2021-05-17,용산구,0
2021-05-17,은평구,44
2021-05-17,종로구,0
2021-05-17,중구,0
2021-05-17,중랑구,0
2021-05-18,강남구,0
2021-05-18,강동구,0
2021-05-18,강북구,0
2021-05-18,강서구,40
2021-05-18,관악구,474
2021-05-18,구로구,512
2021-05-18,금천구,527
2021-05-18,노원구,34
2021-05-18,도봉구,104
2021-05-18,동작구,114
2021-05-18,마포구,0
2021-05-18,서대문구,3
2021-05-18,서초구,54
2021-05-18,성동구,0
2021-05-18,성북구,0
2021-05-18,송파구,0
2021-05-18,양천구,64
2021-05-18,영등포구,208
2021-05-18,용산구,0
2021-05-18,은평구,38
2021-05-18,종로구,0
2021-05-18,중구,0
2021-05-18,중랑구,0
2021-05-19,강남구,0
2021-05-19,강동구,0
2021-05-19,강북구,1
2021-05-19,강서구,45
2021-05-19,관악구,459
2021-05-19,구로구,673
2021-05-19,금천구,489
2021-05-19,노원구,43
2021-05-19,도봉구,142
2021-05-19,동작구,143
2021-05-19,마포구,0
2021-05-19,서대문구,5
2021-05-19,서초구,57
2021-05-19,성동구,0
2021-05-19,성북구,0
2021-05-19,송파구,0
2021-05-19,양천구,56
2021-05-19,영등포구,244
2021-05-19,용산구,0
2021-05-19,은평구,48
2021-05-19,종로구,0
2021-05-19,중구,0
2021-05-19,중랑구,0
2021-05-20,강남구,0
2021-05-20,강동구,0
2021-05-20,강북구,0
2021-05-20,강서구,78
2021-05-20,관악구,352
2021-05-20,구로구,532
2021-05-20,금천구,428
2021-05-20,노원구,29
2021-05-20,도봉구,87
2021-05-20,동작구,104
2021-05-20,마포구,1
2021-05-20,서대문구,7
2021-05-20,서초구,57
2021-05-20,성동구,0
2021-05-20,성북구,0
2021-05-20,송파구,0
2021-05-20,양천구,48
2021-05-20,영등포구,165
2021-05-20,용산구,0
2021-05-20,은평구,15
2021-05-20,종로구,0
2021-05-20,중구,0
2021-05-20,중랑구,0
2021-05-21,강남구,0
2021-05-21,강동구,0
2021-05-21,강북구,1
2021-05-21,강서구,47
2021-05-21,관악구,444
2021-05-21,구로구,620
2021-05-21,금천구,467
2021-05-21,노원구,34
2021-05-21,도봉구,118
2021-05-21,동작구,123
2021-05-21,마포구,1
2021-05-21,서대문구,8
2021-05-21,서초구,64
2021-05-21,성동구,0
2021-05-21,성북구,0
2021-05-21,송파구,0
2021-05-21,양천구,73
2021-05-21,영등포구,236
2021-05-21,용산구,0
2021-05-21,은평구,22
2021-05-21,종로구,0
2021-05-21,중구,0
2021-05-21,중랑구,0
2021-05-22,강남구,0
2021-05-22,강동구,0
2021-05-22,강북구,0
2021-05-22,강서구,39
2021-05-22,관악구,529
2021-05-22,구로구,748
2021-05-22,금천구,968
2021-05-22,노원구,51
2021-05-22,도봉구,143
2021-05-22,동작구,144
2021-05-22,마포구,2
2021-05-22,서대문구,9
2021-05-22,서초구,71
2021-05-22,성동구,0
2021-05-22,성북구,0
2021-05-22,송파구,0
2021-05-22,양천구,63
2021-05-22,영등포구,276
2021-05-22,용산구,0
2021-05-22,은평구,25
2021-05-22,종로구,1
2021-05-22,중구,0
2021-05-22,중랑구,0
2021-05-23,강남구,0
2021-05-23,강동구,0
2021-05-23,강북구,0
2021-05-23,강서구,47
2021-05-23,관악구,516
2021-05-23,구로구,805
2021-05-23,금천구,473
2021-05-23,노원구,57
2021-05-23,도봉구,131
2021-05-23,동작구,137
2021-05-23,마포구,1
2021-05-23,서대문구,5
2021-05-23,서초구,68
2021-05-23,성동구,0
2021-05-23,성북구,0
2021-05-23,송파구,0
2021-05-23,양천구,50
2021-05-23,영등포구,301
2021-05-23,용산구,0
2021-05-23,은평구,19
2021-05-23,종로구,1
2021-05-23,중구,0
2021-05-23,중랑구,0
2021-05-24,강남구,3
2021-05-24,강동구,0
2021-05-24,강북구,2
2021-05-24,강서구,24
2021-05-24,관악구,304
2021-05-24,구로구,481
2021-05-24,금천구,345
2021-05-24,노원구,18
2021-05-24,도봉구,88
2021-05-24,동작구,98
2021-05-24,마포구,1
2021-05-24,서대문구,8
2021-05-24,서초구,54
2021-05-24,성동구,0
2021-05-24,성북구,0
2021-05-24,송파구,0
2021-05-24,양천구,46
2021-05-24,영등포구,190
2021-05-24,용산구,0
2021-05-24,은평구,17
2021-05-24,종로구,0
2021-05-24,중구,0
2021-05-24,중랑구,0
2021-05-25,강남구,0
2021-05-25,강동구,0
2021-05-25,강북구,0
2021-05-25,강서구,22
2021-05-25,관악구,311
2021-05-25,구로구,489
2021-05-25,금천구,401
2021-05-25,노원구,30
2021-05-25,도봉구,85
2021-05-25,동작구,126
2021-05-25,마포구,0
2021-05-25,서대문구,4
2021-05-25,서초구,54
2021-05-25,성동구,0
2021-05-25,성북구,0
2021-05-25,송파구,0
2021-05-25,양천구,47
2021-05-25,영등포구,217
2021-05-25,용산구,1
2021-05-25,은평구,19
2021-05-25,종로구,0
2021-05-25,중구,0
2021-05-25,중랑구,0
2021-05-26,강남구,0
2021-05-26,강동구,0
2021-05-26,강북구,2
2021-05-26,강서구,23
2021-05-26,관악구,388
2021-05-26,구로구,511
2021-05-26,금천구,400
2021-05-26,노원구,25
2021-05-26,도봉구,101
2021-05-26,동작구,111
2021-05-26,마포구,24
2021-05-26,서대문구,10
2021-05-26,서초구,63
2021-05-26,성동구,0
2021-05-26,성북구,0
2021-05-26,송파구,0
2021-05-26,양천구,40
2021-05-26,영등포구,206
2021-05-26,용산구,0
2021-05-26,은평구,16
2021-05-26,종로구,0
2021-05-26,중구,0
2021-05-26,중랑구,0
2021-05-27,강남구,0
2021-05-27,강동구,0
2021-05-27,강북구,1
2021-05-27,강서구,35
2021-05-27,관악구,393
2021-05-27,구로구,540
2021-05-27,금천구,467
2021-05-27,노원구,15
2021-05-27,도봉구,84
2021-05-27,동작구,129
2021-05-27,마포구,26
2021-05-27,서대문구,5
2021-05-27,서초구,76
2021-05-27,성동구,0
2021-05-27,성북구,0
2021-05-27,송파구,0
2021-05-27,양천구,46
2021-05-27,영등포구,190
2021-05-27,용산구,1
2021-05-27,은평구,8
2021-05-27,종로구,0
2021-05-27,중구,0
2021-05-27,중랑구,0
2021-05-28,강남구,0
2021-05-28,강동구,0
2021-05-28,강북구,0
2021-05-28,강서구,56
2021-05-28,관악구,439
2021-05-28,구로구,629
2021-05-28,금천구,515
2021-05-28,노원구,19
2021-05-28,도봉구,136
2021-05-28,동작구,116
2021-05-28,마포구,32
2021-05-28,서대문구,6
2021-05-28,서초구,75
2021-05-28,성동구,0
2021-05-28,성북구,0
2021-05-28,송파구,0
2021-05-28,양천구,55
2021-05-28,영등포구,242
2021-05-28,용산구,2
2021-05-28,은평구,11
2021-05-28,종로구,1
2021-05-28,중구,0
2021-05-28,중랑구,0
2021-05-29,강남구,0
2021-05-29,강동구,0
2021-05-29,강북구,0
2021-05-29,강서구,53
2021-05-29,관악구,629
2021-05-29,구로구,833
2021-05-29,금천구,508
2021-05-29,노원구,14
2021-05-29,도봉구,199
2021-05-29,동작구,155
2021-05-29,마포구,50
2021-05-29,서대문구,15
2021-05-29,서초구,77
2021-05-29,성동구,0
2021-05-29,성북구,0
2021-05-29,송파구,0
2021-05-29,양천구,77
2021-05-29,영등포구,268
2021-05-29,용산구,1
2021-05-29,은평구,27
2021-05-29,종로구,0
2021-05-29,중구,0
2021-05-29,중랑구,0
2021-05-30,강남구,0
2021-05-30,강동구,0
2021-05-30,강북구,0
2021-05-30,강서구,42
2021-05-30,관악구,616
2021-05-30,구로구,759
2021-05-30,금천구,520
2021-05-30,노원구,11
2021-05-30,도봉구,133
2021-05-30,동작구,155
2021-05-30,마포구,45
2021-05-30,서대문구,13
2021-05-30,서초구,78
2021-05-30,성동구,0
2021-05-30,성북구,0
2021-05-30,송파구,0
2021-05-30,양천구,52
2021-05-30,영등포구,272
2021-05-30,용산구,0
2021-05-30,은평구,32
2021-05-30,종로구,0
2021-05-30,중구,0
2021-05-30,중랑구,0
2021-05-31,강남구,0
2021-05-31,강동구,0
2021-05-31,강북구,1
2021-05-31,강서구,33
2021-05-31,관악구,420
2021-05-31,구로구,511
2021-05-31,금천구,363
2021-05-31,노원구,17
2021-05-31,도봉구,72
2021-05-31,동작구,89
2021-05-31,마포구,38
2021-05-31,서대문구,17
2021-05-31,서초구,65
2021-05-31,성동구,0
2021-05-31,성북구,0
2021-05-31,송파구,0
2021-05-31,양천구,54
2021-05-31,영등포구,196
2021-05-31,용산구,0
2021-05-31,은평구,16
2021-05-31,종로구,0
2021-05-31,중구,0
2021-05-31,중랑구,0
2021-06-01,강남구,0
2021-06-01,강동구,0
2021-06-01,강북구,0
2021-06-01,강서구,34
2021-06-01,관악구,395
2021-06-01,구로구,400
2021-06-01,금천구,346
2021-06-01,노원구,19
2021-06-01,도봉구,111
2021-06-01,동작구,98
2021-06-01,마포구,25
2021-06-01,서대문구,10
2021-06-01,서초구,67
2021-06-01,성동구,0
2021-06-01,성북구,0
2021-06-01,송파구,0
2021-06-01,양천구,71
2021-06-01,영등포구,178
2021-06-01,용산구,0
2021-06-01,은평구,35
2021-06-01,종로구,0
2021-06-01,중구,0
2021-06-01,중랑구,0
2021-06-02,강남구,0
2021-06-02,강동구,0
2021-06-02,강북구,0
2021-06-02,강서구,33
2021-06-02,관악구,425
2021-06-02,구로구,486
2021-06-02,금천구,403
2021-06-02,노원구,13
2021-06-02,도봉구,100
2021-06-02,동작구,105
2021-06-02,마포구,29
2021-06-02,서대문구,14
2021-06-02,서초구,63
2021-06-02,성동구,0
2021-06-02,성북구,0
2021-06-02,송파구,0
2021-06-02,양천구,76
2021-06-02,영등포구,166
2021-06-02,용산구,0
2021-06-02,은평구,23
2021-06-02,종로구,0
2021-06-02,중구,0
2021-06-02,중랑구,0
2021-06-03,강남구,0
2021-06-03,강동구,0
2021-06-03,강북구,0
2021-06-03,강서구,50
2021-06-03,관악구,496
2021-06-03,구로구,564
2021-06-03,금천구,517
2021-06-03,노원구,15
2021-06-03,도봉구,125
2021-06-03,동작구,105
2021-06-03,마포구,43
2021-06-03,서대문구,23
2021-06-03,서초구,72
2021-06-03,성동구,0
2021-06-03,성북구,0
2021-06-03,송파구,0
2021-06-03,양천구,84
2021-06-03,영등포구,174
2021-06-03,용산구,0
2021-06-03,은평구,15
2021-06-03,종로구,0
2021-06-03,중구,0
2021-06-03,중랑구,0
2021-06-04,강남구,0
2021-06-04,강동구,0
2021-06-04,강북구,0
2021-06-04,강서구,50
2021-06-04,관악구,470
2021-06-04,구로구,577
2021-06-04,금천구,496
2021-06-04,노원구,16
2021-06-04,도봉구,130
2021-06-04,동작구,127
2021-06-04,마포구,40
2021-06-04,서대문구,15
2021-06-04,서초구,98
2021-06-04,성동구,0
2021-06-04,성북구,0
2021-06-04,송파구,0
2021-06-04,양천구,77
2021-06-04,영등포구,197
2021-06-04,용산구,1
2021-06-04,은평구,15
2021-06-04,종로구,0
2021-06-04,중구,0
2021-06-04,중랑구,0
2021-06-05,강남구,0
2021-06-05,강동구,0
2021-06-05,강북구,0
2021-06-05,강서구,53
2021-06-05,관악구,672
2021-06-05,구로구,764
2021-06-05,금천구,511
2021-06-05,노원구,17
2021-06-05,도봉구,131
2021-06-05,동작구,177
2021-06-05,마포구,45
2021-06-05,서대문구,14
2021-06-05,서초구,89
2021-06-05,성동구,0
2021-06-05,성북구,0
2021-06-05,송파구,0
2021-06-05,양천구,70
2021-06-05,영등포구,248
2021-06-05,용산구,0
2021-06-05,은평구,32
2021-06-05,종로구,0
2021-06-05,중구,0
2021-06-05,중랑구,0
2021-06-06,강남구,0
2021-06-06,강동구,0
2021-06-06,강북구,1
2021-06-06,강서구,68
2021-06-06,관악구,703
2021-06-06,구로구,739
2021-06-06,금천구,552
2021-06-06,노원구,13
2021-06-06,도봉구,145
2021-06-06,동작구,161
2021-06-06,마포구,57
2021-06-06,서대문구,26
2021-06-06,서초구,70
2021-06-06,성동구,1
2021-06-06,성북구,0
2021-06-06,송파구,0
2021-06-06,양천구,88
2021-06-06,영등포구,213
2021-06-06,용산구,0
2021-06-06,은평구,12
2021-06-06,종로구,0
2021-06-06,중구,0
2021-06-06,중랑구,0
2021-06-07,강남구,0
2021-06-07,강동구,0
2021-06-07,강북구,0
2021-06-07,강서구,27
2021-06-07,관악구,460
2021-06-07,구로구,426
2021-06-07,금천구,353
2021-06-07,노원구,6
2021-06-07,도봉구,79
2021-06-07,동작구,108
2021-06-07,마포구,35
2021-06-07,서대문구,5
2021-06-07,서초구,73
2021-06-07,성동구,2
2021-06-07,성북구,0
2021-06-07,송파구,0
2021-06-07,양천구,50
2021-06-07,영등포구,183
2021-06-07,용산구,0
2021-06-07,은평구,1
2021-06-07,종로구,0
2021-06-07,중구,0
2021-06-07,중랑구,0
2021-06-08,강남구,0
2021-06-08,강동구,0
2021-06-08,강북구,0
2021-06-08,강서구,46
2021-06-08,관악구,423
2021-06-08,구로구,482
2021-06-08,금천구,376
2021-06-08,노원구,15
2021-06-08,도봉구,65
2021-06-08,동작구,98
2021-06-08,마포구,37
2021-06-08,서대문구,4
2021-06-08,서초구,73
2021-06-08,성동구,1
2021-06-08,성북구,0
2021-06-08,송파구,0
2021-06-08,양천구,68
2021-06-08,영등포구,164
2021-06-08,용산구,0
2021-06-08,은평구,16
2021-06-08,종로구,0
2021-06-08,중구,0
2021-06-08,중랑구,0
2021-06-09,강남구,0
2021-06-09,강동구,0
2021-06-09,강북구,4
2021-06-09,강서구,36
2021-06-09,관악구,440
2021-06-09,구로구,490
2021-06-09,금천구,425
2021-06-09,노원구,14
2021-06-09,도봉구,105
2021-06-09,동작구,111
2021-06-09,마포구,40
2021-06-09,서대문구,7
2021-06-09,서초구,56
2021-06-09,성동구,0
2021-06-09,성북구,0
2021-06-09,송파구,0
2021-06-09,양천구,66
2021-06-09,영등포구,183
2021-06-09,용산구,0
2021-06-09,은평구,19
2021-06-09,종로구,0
2021-06-09,중구,0
2021-06-09,중랑구,0
2021-06-10,강남구,0
2021-06-10,강동구,0
2021-06-10,강북구,0
2021-06-10,강서구,46
2021-06-10,관악구,494
2021-06-10,구로구,509
2021-06-10,금천구,515
2021-06-10,노원구,17
2021-06-10,도봉구,87
2021-06-10,동작구,128
2021-06-10,마포구,35
2021-06-10,서대문구,12
2021-06-10,서초구,78
2021-06-10,성동구,0
2021-06-10,성북구,0
2021-06-10,송파구,0
2021-06-10,양천구,63
2021-06-10,영등포구,160
2021-06-10,용산구,1
2021-06-10,은평구,16
2021-06-10,종로구,0
2021-06-10,중구,0
2021-06-10,중랑구,0
2021-06-11,강남구,0
2021-06-11,강동구,0
2021-06-11,강북구,0
2021-06-11,강서구,35
2021-06-11,관악구,602
2021-06-11,구로구,574
2021-06-11,금천구,543
2021-06-11,노원구,12
2021-06-11,도봉구,108
2021-06-11,동작구,125
2021-06-11,마포구,44
2021-06-11,서대문구,9
2021-06-11,서초구,58
2021-06-11,성동구,0
2021-06-11,성북구,0
2021-06-11,송파구,0
2021-06-11,양천구,76
2021-06-11,영등포구,220
2021-06-11,용산구,2
2021-06-11,은평구,21
2021-06-11,종로구,0
2021-06-11,중구,0
2021-06-11,중랑구,0
2021-06-12,강남구,0
2021-06-12,강동구,0
2021-06-12,강북구,0
2021-06-12,강서구,62
2021-06-12,관악구,814
2021-06-12,구로구,768
2021-06-12,금천구,578
2021-06-12,노원구,17
2021-06-12,도봉구,158
2021-06-12,동작구,172
2021-06-12,마포구,49
2021-06-12,서대문구,13
2021-06-12,서초구,95
2021-06-12,성동구,1
2021-06-12,성북구,0
2021-06-12,송파구,0
2021-06-12,양천구,78
2021-06-12,영등포구,242
2021-06-12,용산구,0
2021-06-12,은평구,9
2021-06-12,종로구,0
2021-06-12,중구,0
2021-06-12,중랑구,0
2021-06-13,강남구,1
2021-06-13,강동구,0
2021-06-13,강북구,1
2021-06-13,강서구,41
2021-06-13,관악구,879
2021-06-13,구로구,792
2021-06-13,금천구,581
2021-06-13,노원구,19
2021-06-13,도봉구,131
2021-06-13,동작구,172
2021-06-13,마포구,45
2021-06-13,서대문구,10
2021-06-13,서초구,83
2021-06-13,성동구,2
2021-06-13,성북구,0
2021-06-13,송파구,0
2021-06-13,양천구,78
2021-06-13,영등포구,244
2021-06-13,용산구,2
2021-06-13,은평구,26
2021-06-13,종로구,0
2021-06-13,중구,0
2021-06-13,중랑구,0
2021-06-14,강남구,0
2021-06-14,강동구,0
2021-06-14,강북구,0
2021-06-14,강서구,19
2021-06-14,관악구,397
2021-06-14,구로구,481
2021-06-14,금천구,404
2021-06-14,노원구,16
2021-06-14,도봉구,70
2021-06-14,동작구,126
2021-06-14,마포구,32
2021-06-14,서대문구,11
2021-06-14,서초구,76
2021-06-14,성동구,0
2021-06-14,성북구,0
2021-06-14,송파구,0
2021-06-14,양천구,76
2021-06-14,영등포구,164
2021-06-14,용산구,1
2021-06-14,은평구,8
2021-06-14,종로구,0
2021-06-14,중구,0
2021-06-14,중랑구,0
2021-06-15,강남구,0
2021-06-15,강동구,0
2021-06-15,강북구,0
2021-06-15,강서구,27
2021-06-15,관악구,425
2021-06-15,구로구,463
2021-06-15,금천구,452
2021-06-15,노원구,14
2021-06-15,도봉구,98
2021-06-15,동작구,151
2021-06-15,마포구,28
2021-06-15,서대문구,13
2021-06-15,서초구,74
2021-06-15,성동구,1
2021-06-15,성북구,0
2021-06-15,송파구,0
2021-06-15,양천구,80
2021-06-15,영등포구,197
2021-06-15,용산구,0
2021-06-15,은평구,38
2021-06-15,종로구,1
2021-06-15,중구,0
2021-06-15,중랑구,0
2021-06-16,강남구,0
2021-06-16,강동구,0
2021-06-16,강북구,0
2021-06-16,강서구,26
2021-06-16,관악구,433
2021-06-16,구로구,516
2021-06-16,금천구,473
2021-06-16,노원구,13
2021-06-16,도봉구,77
2021-06-16,동작구,138
2021-06-16,마포구,27
2021-06-16,서대문구,10
2021-06-16,서초구,70
2021-06-16,성동구,0
2021-06-16,성북구,0
2021-06-16,송파구,0
2021-06-16,양천구,71
2021-06-16,영등포구,185
2021-06-16,용산구,0
2021-06-16,은평구,13
2021-06-16,종로구,0
2021-06-16,중구,0
2021-06-16,중랑구,0
2021-06-17,강남구,0
2021-06-17,강동구,0
2021-06-17,강북구,0
2021-06-17,강서구,21
2021-06-17,관악구,410
2021-06-17,구로구,487
2021-06-17,금천구,511
2021-06-17,노원구,14
2021-06-17,도봉구,102
2021-06-17,동작구,138
2021-06-17,마포구,30
2021-06-17,서대문구,16
2021-06-17,서초구,84
2021-06-17,성동구,0
2021-06-17,성북구,0
2021-06-17,송파구,0
2021-06-17,양천구,75
2021-06-17,영등포구,193
2021-06-17,용산구,0
2021-06-17,은평구,15
2021-06-17,종로구,0
2021-06-17,중구,0
2021-06-17,중랑구,0
2021-06-18,강남구,1
2021-06-18,강동구,0
2021-06-18,강북구,0
2021-06-18,강서구,36
2021-06-18,관악구,540
2021-06-18,구로구,594
2021-06-18,금천구,574
2021-06-18,노원구,20
2021-06-18,도봉구,107
2021-06-18,동작구,144
2021-06-18,마포구,44
2021-06-18,서대문구,11
2021-06-18,서초구,74
2021-06-18,성동구,0
2021-06-18,성북구,0
2021-06-18,송파구,0
2021-06-18,양천구,81
2021-06-18,영등포구,206
